abbrev:keyword,name:text,                                   scalerank:integer,type:keyword,     location:geo_point,                         country:keyword,                city:keyword,                   city_location:geo_point
XCR,           Châlons Vatry,                               7,                [military,mid],   POINT(4.19111982574289 48.7803946138566),   France,                         Châlons-en-Champagne,           POINT(4.365 48.9575)
XMN,           Xiamen Gaoqi Int'l,                          7,                major,            POINT(118.12696884672 24.537192570557),     China,                          Xiamen,                         POINT(118.0819 24.4797)
YAP,           Yap Int'l,                                   7,                mid,              POINT(138.086430283619 9.49791733361348),   ,                               ,
ZLO,           Playa de Oro Int'l,                          7,                mid,              POINT(-104.560095200097 19.1480860285854),  Mexico,                         Cihuatlán,                      POINT(-104.5667 19.25)
CAY,           Cayenne – Rochambeau,                        7,                mid,              POINT(-52.3638068572357 4.82126714308924),  French Guiana,                  Cayenne,                        POINT(-52.33 4.933)
UIII,          Irkutsk N.W.,                                7,                mid,              POINT(104.197359284494 52.3616476700131),   Russia,                         Irkutsk,                        POINT(104.2833 52.2833)
SJW,           Shijiazhuang Zhengding Int'l,                7,                major,            POINT(114.692266598902 38.278140913112),    China,                          Shijiazhuang,                   POINT(114.5086 38.0422)
GYD,           Heydar Aliyev Int'l,                         7,                major,            POINT(50.0498394867405 40.462746883908),    Azerbaijan,                     Baku,                           POINT(49.8352 40.3667)
LAK,           Lakatamia Airbase,                           7,                [military,mid],   POINT(33.322201334899 35.1063448067362),    Cyprus,                         Latsia,                         POINT(33.3667 35.1)
CFB,           Cabo Frio Int'l,                             7,                mid,              POINT(-42.0792517520184 -22.9256317091328), Brazil,                         Cabo Frio,                      POINT(-42.0189 -22.8789)
HEM,           Helsinki-Malmi,                              7,                mid,              POINT(25.0455353698315 60.2493778499587),   Finland,                        Helsinki,                       POINT(24.9375 60.1708)
LUX,           Luxembourg-Findel,                           7,                major,            POINT(6.21642121728731 49.6343040925102),   Luxembourg,                     Luxembourg,                     POINT(6.1319 49.6117)
VCE,           Venice Marco Polo,                           7,                major,            POINT(12.3410673004369 45.5048477588455),   Italy,                          Mestre,                         POINT(12.2381 45.4906)
YNY,           Yangyang Int'l,                              7,                mid,              POINT(128.66298866884 38.0587824162585),    South Korea,                    Gangneung,                      POINT(128.9 37.75)
TBT,           Tabatinga Int'l,                             7,                mid,              POINT(-69.939473933909 -4.25032469493379),  Colombia,                       Leticia,                        POINT(-69.9333 -4.2167)
BVB,           Boa Vista Int'l,                             7,                mid,              POINT(-60.6922206338682 2.84119534121157),  Brazil,                         Boa Vista,                      POINT(-60.6714 2.8194)
LPA,           Gran Canaria,                                7,                major,            POINT(-15.3899245158461 27.9368899716574),  Spain,                          Las Palmas,                     POINT(-15.4314 28.1272)
