abbrev:keyword,airport:text,region:text,city:keyword,city_location:geo_point,city_boundary:geo_shape
HET,Hohhot Baita Int'l,回民区 ᠬᠣᠲᠣᠩ ᠠᠷᠠᠳ ᠤᠨ ᠲᠣᠭᠣᠷᠢᠭ,Hohhot,POINT(111.6629 40.8151),"POLYGON((111.4426 40.9293\,111.4465 40.8658\,111.5081 40.849\,111.5411 40.8004\,111.5632 40.8091\,111.5762 40.8018\,111.5653 40.7907\,111.5811 40.7887\,111.6685 40.8052\,111.6478 40.8242\,111.6375 40.8689\,111.571 40.9436\,111.5363 40.9375\,111.5269 40.9135\,111.4426 40.9293))"
HFE,Hefei-Luogang,庐阳区,Hefei,POINT(117.2808 31.8639),"POLYGON((117.0619 31.9522\,117.1358 31.8926\,117.1485 31.9001\,117.1534 31.8791\,117.1846 31.8863\,117.1847 31.8619\,117.1956 31.8824\,117.2193 31.887\,117.2642 31.8758\,117.2686 31.8554\,117.2946 31.8648\,117.2826 31.8947\,117.292 31.9384\,117.2735 31.959\,117.2447 31.9551\,117.231 31.9336\,117.1977 31.944\,117.1785 31.9274\,117.1624 31.962\,117.1452 31.948\,117.0936 31.9661\,117.0619 31.9522)\,(117.1408 31.9113\,117.1588 31.9123\,117.1738 31.8984\,117.1646 31.8976\,117.1408 31.9113))"
HGH,Hangzhou Xiaoshan Int'l,上城区,Hangzhou,POINT(120.1675 30.25),"POLYGON((120.1324 30.1996\,120.1997 30.224\,120.2404 30.2733\,120.2888 30.2905\,120.2893 30.3175\,120.2682 30.3228\,120.2747 30.3396\,120.2599 30.3288\,120.2575 30.3413\,120.2275 30.3442\,120.243 30.3626\,120.2288 30.3943\,120.2046 30.3813\,120.2098 30.357\,120.1953 30.3534\,120.2074 30.3368\,120.1837 30.3112\,120.1836 30.2601\,120.1535 30.2604\,120.155 30.2261\,120.1324 30.1996))"
HIR,Honiara Int'l,Honiara,Honiara,POINT(159.9556 -9.4319),"POLYGON((159.9173 -9.4127\,159.9232 -9.4406\,159.9583 -9.4439\,159.9573 -9.4568\,160.0032 -9.4471\,160.0227 -9.4233\,159.9173 -9.4127))"
HIW,Hiroshima-Nishi,中区,Hiroshima,POINT(132.4519 34.3914),"POLYGON((132.4197 34.3578\,132.4592 34.3685\,132.4651 34.4135\,132.446 34.403\,132.4197 34.3578))"
HKG,Hong Kong Int'l,福田区,Shenzhen,POINT(114.054 22.535),"POLYGON((113.986 22.5241\,114.0088 22.5202\,113.9978 22.5124\,114.0119 22.5006\,114.0532 22.5028\,114.1003 22.5346\,114.0991 22.5701\,114.0544 22.5898\,114.0044 22.5824\,113.986 22.5241))"
HKT,Phuket Int'l,ตำบลรัษฎา,Phuket,POINT(98.3975 7.8881),"POLYGON((98.3484 7.9376\,98.3927 7.8672\,98.4144 7.8714\,98.4259 7.8967\,98.411 7.9303\,98.3484 7.9376))"
HLN,Helena Reg.,Lewis and Clark County,Helena Valley Southeast,POINT(-111.8973 46.6219),"POLYGON((-113.166 47.7207\,-113.0591 47.1793\,-112.7958 47.1769\,-112.7954 46.8317\,-112.3209 46.656\,-112.3168 46.4225\,-111.6318 46.569\,-111.6393 46.7381\,-111.4968 46.7647\,-111.7902 46.9138\,-111.7894 47.129\,-112.0451 47.1928\,-112.048 47.516\,-112.817 47.6074\,-112.9848 47.954\,-113.166 47.7207))"
HLZ,Hamilton Int'l,Waipa District,Te Awamutu,POINT(175.3167 -38.0167),"POLYGON((175.0559 -37.9048\,175.1202 -37.9944\,175.1043 -38.004\,175.1312 -38.0136\,175.1312 -38.0272\,175.1513 -38.0272\,175.1629 -38.0016\,175.214 -38.0061\,175.1918 -38.0528\,175.2005 -38.0671\,175.2838 -38.0918\,175.4079 -38.0898\,175.4446 -38.105\,175.4514 -38.1261\,175.5058 -38.1358\,175.5524 -38.1987\,175.5702 -38.1717\,175.6424 -38.1492\,175.6221 -38.1134\,175.6381 -38.0633\,175.6602 -38.0567\,175.6483 -37.9416\,175.6578 -37.9109\,175.6265 -37.8813\,175.6408 -37.8508\,175.5954 -37.8245\,175.6034 -37.7964\,175.5734 -37.796\,175.5805 -37.7768\,175.544 -37.769\,175.5412 -37.7871\,175.4824 -37.8093\,175.474 -37.8313\,175.4538 -37.8212\,175.4207 -37.838\,175.4244 -37.8748\,175.403 -37.8846\,175.3569 -37.8707\,175.3268 -37.8274\,175.3068 -37.846\,175.2659 -37.809\,175.2438 -37.8044\,175.2256 -37.8322\,175.1776 -37.8166\,175.1431 -37.8403\,175.135 -37.8178\,175.0879 -37.8472\,175.0957 -37.8618\,175.0647 -37.862\,175.0559 -37.9048))"
HMO,Gen. Ignacio P. Garcia Int'l,Hermosillo,Hermosillo,POINT(-110.9542 29.0989),"POLYGON((-112.2414 29.3167\,-112.1722 28.9684\,-111.2963 28.2254\,-110.819 28.6772\,-110.8809 28.9143\,-110.3821 28.9905\,-110.5793 29.0553\,-110.6317 29.3796\,-111.024 29.3083\,-111.0377 29.4824\,-111.5127 29.7128\,-111.7511 29.55\,-111.8796 29.6889\,-112.0369 29.3184\,-112.2414 29.3167))"
HNL,Honolulu Int'l,Honolulu County,Honolulu,POINT(-157.846 21.3294),"POLYGON((-158.3446 21.5777\,-158.2987 21.5247\,-158.3014 21.4968\,-158.2289 21.3756\,-158.1833 21.3459\,-158.1644 21.2723\,-158.1348 21.2424\,-157.8987 21.2499\,-157.8591 21.2131\,-157.8102 21.1992\,-157.7453 21.2217\,-157.6758 21.2138\,-157.6009 21.2829\,-157.6023 21.3415\,-157.6522 21.4391\,-157.6407 21.4627\,-157.6505 21.4851\,-157.7026 21.5187\,-157.7619 21.5264\,-157.802 21.5901\,-157.8441 21.6218\,-157.8814 21.7052\,-157.9418 21.7546\,-157.9917 21.763\,-158.0501 21.7399\,-158.0955 21.703\,-158.1202 21.6573\,-158.175 21.632\,-158.3119 21.6218\,-158.3446 21.5777))"
HOD,Hodeidah Int'l,مديرية الميناء,Al Ḩudaydah,POINT(42.9511 14.8022),"POLYGON((42.8688 14.8955\,42.8861 14.8525\,42.9469 14.7877\,42.956 14.81\,42.9249 14.815\,42.9329 14.8251\,42.9095 14.8644\,42.9246 14.8743\,42.9076 14.8692\,42.8933 14.8483\,42.884 14.8942\,42.8866 14.8991\,42.9003 14.9005\,42.9018 14.9017\,42.8782 14.9124\,42.8959 14.9146\,42.8746 14.9231\,42.8688 14.8955))"
HRB,Harbin Taiping,南岗区,Harbin,POINT(126.6333 45.75),"POLYGON((126.4326 45.5738\,126.4973 45.5486\,126.5789 45.5495\,126.5593 45.616\,126.5819 45.651\,126.6437 45.6674\,126.6251 45.7352\,126.7016 45.7395\,126.7129 45.7574\,126.6811 45.7592\,126.6647 45.7816\,126.6172 45.7609\,126.5406 45.6706\,126.5191 45.6832\,126.4949 45.6634\,126.5141 45.6181\,126.4326 45.5738))"
HRE,Harare Int'l,Harare,Harare,POINT(31.0522 -17.8292),"POLYGON((30.8774 -17.8778\,30.9359 -17.9133\,30.9253 -17.9189\,30.9483 -17.9209\,30.8956 -17.9502\,30.9057 -17.9653\,30.9884 -17.9856\,31.06 -18.051\,31.114 -18.0339\,31.1275 -18.0207\,31.1146 -17.9942\,31.1402 -17.9974\,31.1612 -17.9616\,31.1424 -17.945\,31.1487 -17.9319\,31.1739 -17.9082\,31.1906 -17.9147\,31.2152 -17.88\,31.1956 -17.8634\,31.2215 -17.8526\,31.2144 -17.8209\,31.1925 -17.8059\,31.2116 -17.7944\,31.1959 -17.7506\,31.2063 -17.7138\,31.182 -17.6977\,31.1603 -17.7055\,31.1471 -17.6877\,31.1153 -17.6954\,31.1106 -17.6572\,31.0739 -17.6887\,31.0817 -17.7308\,30.9941 -17.738\,30.9499 -17.7103\,30.9477 -17.7583\,30.9078 -17.7658\,30.9189 -17.7812\,30.8884 -17.7826\,30.8987 -17.8672\,30.8774 -17.8778))"
HRK,Kharkov Int'l,Харківська міська громада,Kharkiv,POINT(36.2311 49.9925),"POLYGON((36.1056 49.983\,36.1346 49.9583\,36.1302 49.9229\,36.1988 49.9202\,36.2179 49.9072\,36.2122 49.8911\,36.2424 49.8792\,36.2995 49.8821\,36.2779 49.9115\,36.3576 49.9327\,36.3921 49.8988\,36.4555 49.9082\,36.41 50.0123\,36.3659 50.0554\,36.3338 50.0753\,36.3477 50.0646\,36.3118 50.0528\,36.2775 50.0705\,36.2606 50.0855\,36.2703 50.1048\,36.2183 50.0862\,36.1727 50.0425\,36.1542 50.0461\,36.1657 50.0093\,36.1215 50.0174\,36.1277 49.9916\,36.1056 49.983))"
HTN,Hotan,洛浦县 لوپ ناھىيىسى,Hotan,POINT(80.0167 37.1),"POLYGON((79.8891 36.9054\,80.2411 36.5172\,80.4494 36.5378\,81.5203 39.4842\,80.8923 39.4807\,80.9195 38.5079\,80.6047 38.2181\,80.433 37.6074\,79.9875 37.3946\,80.1272 37.2821\,79.8891 36.9054))"
HYD,Rajiv Gandhi Int'l,Greater Hyderabad Municipal Corporation Central Zone,Hyderābād,POINT(78.4867 17.385),"POLYGON((78.3753 17.3764\,78.4339 17.3748\,78.4491 17.3599\,78.5031 17.386\,78.5252 17.3763\,78.5294 17.3953\,78.4313 17.4622\,78.3961 17.4395\,78.393 17.3901\,78.3753 17.3764))"
IAD,Dulles Int'l,Fairfax County,Centreville,POINT(-77.4389 38.839),"POLYGON((-77.5371 38.8425\,-77.5086 38.8409\,-77.4937 38.7976\,-77.4431 38.8036\,-77.4126 38.7717\,-77.4118 38.745\,-77.3881 38.7488\,-77.3739 38.7119\,-77.3559 38.7254\,-77.2576 38.6837\,-77.2209 38.6478\,-77.2273 38.604\,-77.1304 38.6349\,-77.1226 38.6853\,-77.0415 38.7258\,-77.0405 38.7852\,-77.0757 38.8006\,-77.1376 38.7982\,-77.1419 38.8257\,-77.1102 38.8448\,-77.1497 38.8756\,-77.1943 38.8861\,-77.1944 38.8993\,-77.1723 38.8932\,-77.1198 38.9344\,-77.1357 38.9542\,-77.2349 38.9761\,-77.2559 39.0021\,-77.2471 39.0257\,-77.3283 39.0577\,-77.5371 38.8425)\,(-77.335 38.8527\,-77.2925 38.8717\,-77.2689 38.8627\,-77.2705 38.841\,-77.3032 38.8328\,-77.335 38.8527))"
IBA,Ibadan,Ibadan North,Ibadan,POINT(3.9167 7.3964),"POLYGON((3.8762 7.4465\,3.8801 7.4221\,3.8993 7.3798\,3.9328 7.4137\,3.9328 7.4365\,3.9011 7.4619\,3.8762 7.4465))"
ICN,Incheon Int'l,인천광역시,Incheon,POINT(126.6333 37.4833),"POLYGON((125.3949 36.8544\,125.8182 36.8586\,126.0505 36.9312\,126.2779 37.0562\,126.369 37.1524\,126.4228 37.1521\,126.5534 37.2391\,126.4945 37.3073\,126.4989 37.3206\,126.6603 37.3329\,126.7224 37.38\,126.7793 37.453\,126.7781 37.4718\,126.7423 37.4869\,126.7417 37.5089\,126.7603 37.516\,126.7644 37.5553\,126.7936 37.5816\,126.7517 37.5796\,126.6525 37.639\,126.6253 37.6029\,126.545 37.5839\,126.5491 37.618\,126.5223 37.675\,126.52 37.792\,126.4136 37.8447\,126.2061 37.8232\,126.1837 37.7784\,126.1872 37.749\,126.1607 37.7175\,126.1111 37.7125\,126.0167 37.6583\,125.75 37.7147\,125.695 37.6917\,125.5167 37.6819\,125.4263 37.6492\,125.471 37.527\,125.5524 37.4453\,125.7179 37.3925\,125.8678 37.4094\,125.7525 37.3021\,125.713 37.1811\,125.6349 37.1702\,125.5611 37.1155\,125.3949 36.8544))"
IDR,Devi Ahilyabai Holkar Int'l,Indore City,Indore,POINT(75.8472 22.7167),"POLYGON((75.7951 22.7254\,75.8181 22.7043\,75.8181 22.6691\,75.8561 22.6569\,75.8927 22.6874\,75.9184 22.6816\,75.9287 22.7485\,75.9047 22.7505\,75.8983 22.7823\,75.8602 22.7719\,75.8427 22.7834\,75.8397 22.7435\,75.7951 22.7254))"
IEV,Kiev Zhuliany Int'l,Вишнева міська громада,Vyshneve,POINT(30.3581 50.3869),"POLYGON((30.3311 50.3859\,30.3642 50.3528\,30.426 50.3741\,30.3901 50.3861\,30.4162 50.3981\,30.3311 50.3859))"
IFN,Esfahan Int'l,اصفهان,Eşfahān,POINT(51.6675 32.6447),"POLYGON((51.5256 32.7745\,51.5274 32.7564\,51.5902 32.7033\,51.5883 32.6673\,51.5608 32.6375\,51.5719 32.5969\,51.6286 32.5677\,51.6428 32.5147\,51.6795 32.5052\,51.6664 32.5346\,51.7384 32.5605\,51.7642 32.5985\,51.8044 32.5655\,51.8459 32.5788\,51.847 32.6348\,51.8321 32.6538\,51.8581 32.6591\,51.8644 32.6907\,51.7703 32.706\,51.7384 32.7328\,51.7087 32.736\,51.7082 32.7497\,51.6338 32.7645\,51.6065 32.806\,51.5746 32.8204\,51.5387 32.8093\,51.5466 32.7785\,51.5256 32.7745))"
IGU,Foz do Iguaçu Int'l,Foz do Iguaçu,Foz do Iguaçu,POINT(-54.5875 -25.54),"POLYGON((-54.6199 -25.4555\,-54.6018 -25.4855\,-54.5935 -25.5928\,-54.5526 -25.5881\,-54.5264 -25.6287\,-54.4927 -25.6181\,-54.451 -25.6575\,-54.434 -25.6974\,-54.3839 -25.5975\,-54.3483 -25.607\,-54.3307 -25.5734\,-54.294 -25.558\,-54.322 -25.533\,-54.4864 -25.5524\,-54.4859 -25.4039\,-54.5075 -25.3667\,-54.4669 -25.3247\,-54.3991 -25.3771\,-54.385 -25.259\,-54.3951 -25.2323\,-54.4089 -25.248\,-54.4736 -25.2115\,-54.5016 -25.2972\,-54.6199 -25.4555))"
ILM,Wilmington Int'l,New Hanover County,Murraysville,POINT(-77.8429 34.2919),"POLYGON((-78.0296 34.3318\,-78.0262 34.3181\,-78.0066 34.3202\,-78.0157 34.2907\,-77.9911 34.283\,-78.0015 34.2721\,-77.9566 34.2345\,-77.9311 34.0434\,-77.9485 33.9713\,-77.897 33.7868\,-77.8942 33.8787\,-77.7856 34.1252\,-77.6753 34.2531\,-77.7105 34.298\,-77.7392 34.2928\,-77.8127 34.359\,-77.8047 34.3767\,-77.8231 34.3893\,-77.8856 34.3645\,-77.9167 34.3758\,-77.9347 34.358\,-77.9622 34.3829\,-77.9878 34.3711\,-77.978 34.357\,-77.9909 34.3373\,-78.0296 34.3318))"
ILR,Ilorin Int'l,Ilorin East,Ilorin,POINT(4.55 8.5),"POLYGON((4.5315 8.5306\,4.5574 8.4529\,4.5767 8.4366\,4.6341 8.4422\,4.629 8.4783\,4.5823 8.4996\,4.6768 8.5068\,4.7233 8.5494\,4.8552 8.5801\,4.9812 8.6563\,4.9837 8.6762\,4.8892 8.7276\,4.8808 8.7464\,4.6636 8.5616\,4.5437 8.5606\,4.5315 8.5306))"
IND,Indianapolis Int'l,Indianapolis,Indianapolis,POINT(-86.1458 39.7771),"POLYGON((-86.3281 39.8661\,-86.3264 39.7795\,-86.3263 39.6322\,-85.9521 39.6385\,-85.9515 39.7164\,-85.954 39.8696\,-85.9381 39.8698\,-85.938 39.9275\,-86.1459 39.9272\,-86.3261 39.9242\,-86.3254 39.8662\,-86.3281 39.8661))"
ING,Com. Armando Tola Int'l,Lago Argentino,El Calafate,POINT(-72.2833 -50.3333),"POLYGON((-73.5605 -49.9425\,-73.4445 -49.9656\,-73.5218 -50.1537\,-73.3575 -50.5351\,-73.1451 -50.6525\,-73.2 -50.8206\,-72.4944 -50.6017\,-70.644 -50.7373\,-70.5797 -49.2044\,-71.3988 -49.1939\,-72.5851 -48.4871\,-72.5317 -48.7972\,-72.9427 -48.943\,-73.1464 -49.1891\,-73.04 -49.2769\,-73.4731 -49.2047\,-73.5605 -49.9425))"
INL,Falls Int'l,Hibbing,Hibbing,POINT(-92.9486 47.398),"POLYGON((-93.0696 47.3935\,-93.0667 47.3716\,-93.0647 47.3716\,-93.0658 47.2828\,-92.8095 47.2826\,-92.8096 47.3716\,-92.8113 47.3716\,-92.8063 47.4286\,-92.8069 47.4677\,-92.8945 47.4684\,-92.9415 47.4716\,-92.9347 47.5434\,-93.064 47.5444\,-93.0651 47.4999\,-93.0689 47.4564\,-93.0696 47.3935))"
IPL,Imperial Cty.,Municipio de Mexicali,Mexicali,POINT(-115.4678 32.6633),"POLYGON((-115.8793 32.6361\,-115.8477 31.9901\,-115.6047 31.6242\,-115.3855 31.7732\,-115.3116 31.8051\,-115.2927 31.7911\,-115.1872 31.8303\,-115.1818 31.8572\,-115.1069 31.8049\,-115.0563 31.7122\,-115.0713 31.6775\,-115.0752 31.5617\,-115.0539 31.4406\,-115.0311 31.448\,-114.9885 31.3629\,-114.8787 31.385\,-114.8328 31.5785\,-114.7837 31.6355\,-114.817 31.7287\,-114.8063 31.8164\,-114.8432 31.8641\,-114.9106 31.8676\,-114.942 31.8907\,-114.947 31.9181\,-114.9656 31.9215\,-114.957 32.0386\,-114.9897 32.1464\,-114.9753 32.178\,-115.053 32.2452\,-114.9666 32.3388\,-114.9685 32.3907\,-114.9319 32.4397\,-114.935 32.4819\,-114.8159 32.483\,-114.7915 32.5564\,-114.813 32.5574\,-114.8004 32.5868\,-114.8105 32.6223\,-114.7652 32.6431\,-114.7199 32.7187\,-115.8793 32.6361))"
ISK,Gandhinagar,Nashik,Nāsik,POINT(73.78 20.0),"POLYGON((73.5566 20.0768\,73.5764 20.0602\,73.5847 20.0035\,73.6086 20.0013\,73.6071 19.9806\,73.643 19.9688\,73.6198 19.8835\,73.6976 19.8906\,73.7245 19.8373\,73.7535 19.8502\,73.7534 19.8163\,73.7714 19.8042\,73.7964 19.8255\,73.8265 19.822\,73.835 19.8536\,73.8704 19.8596\,73.869 19.8884\,73.9216 19.8982\,73.9109 19.9266\,73.937 19.9325\,73.9461 19.9891\,73.9347 20.0125\,73.9533 20.0658\,73.8987 20.0589\,73.8527 20.0751\,73.7917 20.0727\,73.7852 20.0855\,73.763 20.0778\,73.7354 20.0995\,73.6935 20.093\,73.6791 20.1293\,73.6628 20.1173\,73.6084 20.1402\,73.5566 20.0768))"
IST,Atatürk Hava Limani,Fatih,Istanbul,POINT(28.955 41.0136),"POLYGON((28.9199 40.989\,28.9787 41.0012\,28.9871 41.0163\,28.9417 41.0397\,28.9199 40.989))"
ITM,Osaka Int'l,大阪市,Ōsaka,POINT(135.5022 34.6939),"POLYGON((135.31 34.6266\,135.3144 34.5939\,135.3811 34.6111\,135.5711 34.5869\,135.587 34.6088\,135.5619 34.617\,135.5766 34.6265\,135.5575 34.6683\,135.5992 34.7144\,135.5824 34.7234\,135.5699 34.7089\,135.545 34.7688\,135.5276 34.7485\,135.4477 34.7336\,135.3961 34.6763\,135.3297 34.6633\,135.31 34.6266))"
ITO,Hilo Int'l,Hawaii,Hilo,POINT(-155.0863 19.6883),"POLYGON((-156.12 19.7272\,-156.0786 19.625\,-156.0303 19.5875\,-156.0129 19.5\,-155.9432 19.3442\,-155.9747 19.1302\,-155.9541 19.0536\,-155.9163 19\,-155.74 18.9169\,-155.7229 18.8825\,-155.6943 18.8668\,-155.6391 18.875\,-155.5656 18.9345\,-155.5 19.0643\,-155.4661 19.0954\,-155.3254 19.1713\,-155.2684 19.2195\,-155.1756 19.2114\,-154.9397 19.3128\,-154.7861 19.4404\,-154.7566 19.5069\,-154.7783 19.5599\,-154.8814 19.62\,-154.9289 19.6736\,-154.9319 19.7155\,-154.9638 19.7692\,-155.0333 19.7934\,-155.0316 19.875\,-155.1403 19.9895\,-155.2524 20.0634\,-155.3975 20.1328\,-155.5821 20.1813\,-155.7404 20.2889\,-155.8368 20.3212\,-155.9159 20.301\,-155.959 20.2269\,-155.948 20.1238\,-155.8843 20.0183\,-155.9389 19.9615\,-155.9624 19.9092\,-156.0124 19.8898\,-156.0957 19.815\,-156.12 19.7272))"
IUE,Niue Int'l,Alofi,Alofi,POINT(-169.921 -19.056),"POLYGON((-169.9497 -19.0749\,-169.9238 -19.08\,-169.92 -19.0766\,-169.9145 -19.08\,-169.9118 -19.0784\,-169.8851 -19.0855\,-169.8788 -19.0901\,-169.846 -19.0571\,-169.8419 -19.0249\,-169.8548 -19.0243\,-169.877 -19.0379\,-169.8847 -19.0382\,-169.9235 -19.0161\,-169.917 -19.0407\,-169.9199 -19.0527\,-169.9242 -19.0579\,-169.9461 -19.0701\,-169.9497 -19.0749))"
IXD,Allahabad,Prayagraj,Prayagraj,POINT(81.8464 25.4358),"POLYGON((81.6371 25.4729\,81.6481 25.4825\,81.6594 25.4701\,81.6456 25.4406\,81.6459 25.4184\,81.6639 25.4156\,81.6588 25.3808\,81.6746 25.3728\,81.6942 25.3941\,81.7134 25.3897\,81.6979 25.3574\,81.7894 25.3235\,81.8142 25.3412\,81.7942 25.3772\,81.8011 25.3949\,81.8375 25.4213\,81.8866 25.4247\,81.8904 25.4482\,81.8876 25.5\,81.8711 25.505\,81.8049 25.5062\,81.7517 25.4839\,81.6995 25.5127\,81.6705 25.5061\,81.6371 25.4729))"
IXJ,Jammu,Jammu,Jammu,POINT(74.87 32.73),"POLYGON((74.6545 32.7291\,74.6662 32.6756\,74.7319 32.6674\,74.7749 32.6382\,74.8271 32.6428\,74.835 32.6249\,74.8654 32.6454\,74.8975 32.6399\,74.9621 32.6823\,74.96 32.7093\,75.0038 32.7426\,75.0154 32.7286\,75.0439 32.7252\,75.056 32.7395\,75.0913 32.7194\,75.1648 32.7688\,74.9749 32.9351\,74.9607 32.8944\,74.9358 32.8865\,74.8525 32.9872\,74.8116 32.9929\,74.7854 32.9695\,74.782 32.9085\,74.739 32.8992\,74.7053 32.842\,74.6545 32.7291))"
IXM,Madurai,Madurai,Madurai,POINT(78.1198 9.9252),"POLYGON((78.0156 9.8486\,78.093 9.8247\,78.203 9.9619\,78.1462 9.9934\,78.0896 9.9825\,78.0849 9.9562\,78.0298 9.984\,78.0595 9.9405\,78.0156 9.8486))"
IXR,Birsa Munda,Kanke,Rānchi,POINT(85.33 23.36),"POLYGON((85.2036 23.4902\,85.2496 23.4526\,85.2212 23.3741\,85.3151 23.3583\,85.3216 23.3372\,85.3471 23.3601\,85.4185 23.3751\,85.4539 23.413\,85.4504 23.4366\,85.4217 23.4606\,85.4297 23.4746\,85.3677 23.4959\,85.3367 23.526\,85.3405 23.5609\,85.3186 23.5703\,85.2218 23.5801\,85.2194 23.5087\,85.2036 23.4902))"
IXU,Aurangabad,Jalna,Jālna,POINT(75.8864 19.841),"POLYGON((75.8011 19.8252\,75.8145 19.817\,75.8115 19.7863\,75.8351 19.775\,75.8265 19.7336\,75.8415 19.7203\,75.9072 19.6987\,75.9752 19.6989\,75.9878 19.6808\,76.0616 19.6617\,76.1148 19.6887\,76.1391 19.6761\,76.133 19.6958\,76.1633 19.6747\,76.1853 19.6718\,76.1909 19.6905\,76.2161 19.6805\,76.2195 19.7015\,76.198 19.7109\,76.2224 19.7583\,76.3071 19.7661\,76.3074 19.8173\,76.3262 19.8488\,76.3051 19.8785\,76.1969 19.8655\,76.1818 19.8481\,76.1485 19.8561\,76.1478 19.8437\,76.1295 19.8651\,76.0977 19.857\,76.0812 19.9126\,76.059 19.9196\,76.0482 19.946\,76.0114 19.9537\,76.0114 19.9737\,75.9218 20.0014\,75.8541 19.9046\,75.8138 19.8811\,75.8011 19.8252))"
IXW,Sonari,Golmuri-Cum-Jugsalai,Jamshedpur,POINT(86.1842 22.7925),"POLYGON((86.1458 22.8077\,86.1747 22.7886\,86.1579 22.7515\,86.1693 22.6743\,86.2561 22.7032\,86.2685 22.7329\,86.2844 22.7218\,86.3026 22.7368\,86.3495 22.738\,86.3718 22.7164\,86.3835 22.7382\,86.4188 22.7275\,86.4524 22.7562\,86.3961 22.8034\,86.2044 22.8619\,86.1973 22.8183\,86.1599 22.8369\,86.1458 22.8077))"
JAI,Jaipur Int'l,Niwai Tehsil,Nawai,POINT(75.924 26.3824),"POLYGON((75.7331 26.408\,75.7558 26.4042\,75.7422 26.3774\,75.753 26.356\,75.8275 26.341\,75.8198 26.3118\,75.8508 26.304\,75.8791 26.3201\,75.8821 26.2937\,75.9192 26.2855\,75.922 26.246\,75.9518 26.2972\,75.9924 26.2745\,75.9892 26.2263\,75.9304 26.2409\,75.9506 26.1853\,75.9809 26.1954\,75.9902 26.2214\,76.028 26.2233\,76.0258 26.2529\,76.0966 26.2396\,76.1194 26.2529\,76.1104 26.2765\,76.1453 26.3111\,76.124 26.3455\,76.1413 26.3602\,76.1296 26.3754\,76.1533 26.4402\,76.1319 26.4602\,76.1757 26.4864\,76.1433 26.5263\,76.1004 26.5388\,76.0633 26.5092\,76.0253 26.5209\,76.0088 26.4999\,75.9734 26.5071\,75.9613 26.4859\,75.9283 26.5088\,75.8037 26.5245\,75.7967 26.5507\,75.7725 26.5428\,75.7793 26.5243\,75.76 26.5179\,75.7709 26.4716\,75.7471 26.4697\,75.741 26.4471\,75.7596 26.4285\,75.7331 26.408))"
JAN,Jackson Int'l,Pearl,Pearl,POINT(-90.0918 32.273),"POLYGON((-90.1673 32.2797\,-90.1388 32.2437\,-90.0434 32.2399\,-90.038 32.3258\,-90.0628 32.3201\,-90.0522 32.2982\,-90.0659 32.2841\,-90.0912 32.3024\,-90.1302 32.3013\,-90.1378 32.2802\,-90.1673 32.2797))"
JAX,Jacksonville Int'l,Saint Johns County,Fruit Cove,POINT(-81.6175 30.0972),"POLYGON((-81.6802 30.1212\,-81.6809 30.0147\,-81.601 29.956\,-81.599 29.8754\,-81.5639 29.7981\,-81.5252 29.7595\,-81.5237 29.6224\,-81.3241 29.6256\,-81.3243 29.6535\,-81.3087 29.6421\,-81.261 29.6691\,-81.2473 29.6591\,-81.1508 29.6711\,-81.1928 29.7783\,-81.3202 30.2529\,-81.4369 30.2523\,-81.4335 30.1053\,-81.5387 30.1037\,-81.539 30.1199\,-81.6123 30.1329\,-81.6802 30.1212))"
JED,King Abdul Aziz Int'l,محافظة جدة,Jeddah,POINT(39.1728 21.5433),"POLYGON((38.93 22.0121\,39.0827 21.7096\,39.132 21.7653\,39.1574 21.7802\,39.1612 21.7782\,39.1042 21.3001\,39.3726 20.8916\,39.3108 21.3337\,39.4542 21.5154\,39.3786 21.7159\,39.2426 21.6627\,39.2321 22.3207\,38.93 22.0121))"
JFK,John F Kennedy Int'l,City of New York,New York,POINT(-73.9249 40.6943),"POLYGON((-74.2588 40.4989\,-74.2253 40.4766\,-73.9779 40.5191\,-73.9021 40.4921\,-73.8126 40.53\,-73.7572 40.5312\,-73.7565 40.5862\,-73.7381 40.6026\,-73.7681 40.6263\,-73.7248 40.6523\,-73.7303 40.7222\,-73.7002 40.7393\,-73.7797 40.8121\,-73.7484 40.8718\,-73.8382 40.8941\,-73.8511 40.9101\,-73.8593 40.9005\,-73.9183 40.9176\,-74.014 40.7576\,-74.0558 40.6515\,-74.1914 40.642\,-74.2146 40.5605\,-74.2475 40.5494\,-74.2588 40.4989))"
JIB,Djibouti-Ambouli Int'l,Djibouti جيبوتي,Djibouti,POINT(43.145 11.5883),"POLYGON((42.9242 11.5323\,43.1861 11.5291\,43.1448 11.6236\,43.1356 11.5921\,43.102 11.5803\,43.1102 11.5956\,43.1024 11.6013\,43.0947 11.5798\,43.0807 11.6013\,43.0533 11.5987\,43.0593 11.5872\,42.9248 11.5926\,42.9242 11.5323))"
JLR,Jabalpur,Jabalpur,Jabalpur,POINT(79.9333 23.1667),"POLYGON((79.8831 23.1597\,79.9305 23.1181\,79.9703 23.1476\,79.972 23.2056\,79.9342 23.2111\,79.9285 23.1946\,79.8995 23.2061\,79.9078 23.1671\,79.8927 23.1732\,79.8831 23.1597))"
JMU,Jiamusi Dongjiao,前进区,Jiamusi,POINT(130.3653 46.8081),"POLYGON((130.3556 46.8179\,130.3851 46.7409\,130.4567 46.7319\,130.388 46.8212\,130.3556 46.8179))"
